Postal_Code,Building_Name,Location_Description,latitude,longitude
456441,Siglap South Community Centre,Level 1 Inside Constituency Office,1.2304103032059606,103.97167306799749
456441,Siglap South Community Centre,Level 1 Opposite Constituency Office,1.2304103032059606,103.97167306799749
528523,Our Tampines Hub,Level B2 Lift Lobby A,1.4020363280889476,103.81735415900243
528523,Our Tampines Hub,Level 1 Lift Lobby A,1.4020363280889476,103.81735415900243
529204,Tampines North Community Club,Level 1 Inside Constituency Office,1.2303558859319657,103.8288533257499
529204,Tampines North Community Club,Level 1 Near Lift Lobby,1.2303558859319657,103.8288533257499
520285,Tampines Changkat Community Club (Temporary),Level 1 Inside Constituency Office Pantry,1.429339762267579,103.6995991393668
520285,Tampines Changkat Community Club (Temporary),Level 1 Inside Constituency Office,1.429339762267579,103.6995991393668
529705,Tampines West Community Club,Level 1 Inside Constituency Office,1.386913682941894,103.95889188607262
529705,Tampines West Community Club,Level 1 Outside Constituency Office,1.386913682941894,103.95889188607262
129907,Clementi Sports Hall,Level 1 Front Of Guest Office,1.2349767178267586,103.7893725342625
677738,Zhenghua Community Club,Level 1 Beside Lift Lobby,1.3609814951834278,103.66586210748639
677738,Zhenghua Community Club,Level 2 Inside Constituency Office,1.3609814951834278,103.66586210748639
678295,Bukit Panjang Community Club,Level 1 Inside Constituency Office,1.2539039062139266,103.65312685971796
678295,Bukit Panjang Community Club,Level 1 Outside Multi-Purpose Hall,1.2539039062139266,103.65312685971796
679910,Senja-Cashew Community Club,Level 1 Inside Constituency Office,1.2366945062891104,103.70183433287184
679910,Senja-Cashew Community Club,Level 1 Near Lift Lobby,1.2366945062891104,103.70183433287184
519926,Passion WaVe @ Pasir Ris,Level 1 Outside Office,1.2846133732323128,103.64150064707438
519498,Pasir Ris Elias Community Club,Level 1 Outside Constituency Office,1.3448966695241267,103.81454962691555
510605,,Level 1 Pasir Ris West Wellness Centre Office,1.4301892529487006,103.73142451251715
519457,Pasir Ris East Community Club,Level 1 Inside Constituency Office,1.425388600070196,103.8241920590088
519457,Pasir Ris East Community Club,Level 1 Outside Constituency Office,1.425388600070196,103.8241920590088
689236,Choa Chu Kang Swimming Complex,Level 2 Outside Guest Office,1.4624770365028796,103.60727535908111
689236,Choa Chu Kang Stadium,"Level 1 Stadium, Outside Referees Room",1.4624770365028796,103.60727535908111
659206,Club CSC @ Bukit Batok,Level 3 Swimming Pool (Approach Lifeguard For Assistance),1.3460867427576297,103.8493696455632
659206,CSC @ Bukit Batok,"Level 3 Block C, Inside Westwood Bowling Office",1.3460867427576297,103.8493696455632
659206,CSC @ Bukit Batok,"Level 3 Block B, Outside Reception Counter",1.3460867427576297,103.8493696455632
659088,Bukit Gombak Sports Hall,Level 1 Inside Sports Hall,1.2735831504356994,103.95026478577951
659081,Bukit Gombak Stadium,"Level 1 Gate 3, Outside Stadium Office",1.3799914498163692,103.84655535781164
486038,Changi City Point,Level 2 Customer Service Counter,1.231221163185921,103.64497792836711
609517,Jurong East Sports & Recreation Centre,Level 1 Inside Guest Office (Approach Duty Officer),1.3821150290074709,103.66000570698074
609517,Jurong East Sports & Recreation Centre,"Level 2 Sports Hall, Beside Stage",1.3821150290074709,103.66000570698074
609517,Jurong East Sports & Recreation Centre,"Level 1 Stadium, Near Washing Bay",1.3821150290074709,103.66000570698074
619707,Jurong Stadium,Level 1 Main Gate,1.301475662910657,103.85135694811173
648965,Jurong West Sports & Recreation Centre,Level 2 Inside Guest Office (Approach Duty Officer),1.3730916198821541,103.90063405241533
648965,Jurong West Sports & Recreation Centre,"Level 4 Sport Hall 3, Beside Locker",1.3730916198821541,103.90063405241533
648965,Jurong West Sports & Recreation Centre,"Level 1 Stadium, Outside Store 9 (Near Gate 3)",1.3730916198821541,103.90063405241533
190008,,Level 1 Peace Connect Senior Activity Centre Counter,1.2652544541466952,103.92108114407111
208581,People's Association,Level 1 Beside Reception Counter,1.3982110133252768,103.61313368319846
208581,People's Association,"Level 1 Dance Studio Block, Near Staircase",1.3982110133252768,103.61313368319846
208581,People's Association,Level 1 Inside Guardhouse,1.3982110133252768,103.61313368319846
208737,Jalan Besar Community Club,Level 2 Jalan Besar CC Constituency Office,1.253318034170246,103.81061761895961
208737,Jalan Besar Community Club,Level 3 Lift Lobby,1.253318034170246,103.81061761895961
569163,Yio Chu Kang Community Club,Level 1 Outside Constituency Office,1.384643798136242,103.60147320812715
569163,Yio Chu Kang Community Club,Level 1 Inside Constituency Office,1.384643798136242,103.60147320812715
670237,,Level 1 Lift Lobby A,1.3173231071812197,103.73061327612913
207542,Jalan Besar Stadium,Level 1 Near Football Association Singapore Office,1.2731141755383804,103.61437690782353
545025,Sengkang Community Hub,Level 1 Sengkang Community Club (Inside Constituency Office),1.425591605988218,103.9652704025004
545025,Sengkang Community Hub,Level 1 Sengkang Community Club (Outside Multi-Purpose Hall),1.425591605988218,103.9652704025004
820602,Punggol Vista Community Centre,"Level 1 Punggol Vista Community Centre (Inside Constituency, Near Dance Studio Room)",1.4355807563787384,103.87047865029342
820602,Punggol Vista Community Centre,"Level 1 Punggol Vista Community Centre (Outside Constituency, Main Entrance)",1.4355807563787384,103.87047865029342
555877,The Serangoon Community Club,Level 1 Inside Constituency Office,1.4474747039800846,103.65814853091855
555877,The Serangoon Community Club,Level 1 Outside Constituency Office,1.4474747039800846,103.65814853091855
569976,Ang Mo Kio Community Centre,Level 1 Near Basketball Court,1.423044127067916,103.72407189634129
569976,Ang Mo Kio Community Centre,Level 1 Inside Constituency Office,1.423044127067916,103.72407189634129
89774,Tanjong Pagar Community Club,Level 1 Outside Multi-Purpose Hall,1.2706540866036418,103.81400691067554
89774,Tanjong Pagar Community Club,Level 1 Inside Constituency Office,1.2706540866036418,103.81400691067554
828815,Punggol 21 Community Club,Level 1 Lift Lobby,1.3352808093856008,103.93492307867578
828815,Punggol 21 Community Club,Level 2 Inside Constituency Office,1.3352808093856008,103.93492307867578
98133,Equarius Hotel,Level 1 Equarius Hotel Reception Counter,1.2830802569628237,103.73787147011242
98134,Equarius Villas,Level 1 Reception Counter,1.3977964207350768,103.82703941805481
98134,Equarius Villas,Level 1 Female Sleep Zone Corridor,1.3977964207350768,103.82703941805481
98271,Festive Hotel,Level 2 Festive Hotel Reception Counter,1.3620479936395051,103.7978821565462
98271,Hotel Ora,Level 3 Hotel Ora Swimming Pool Counter,1.3620479936395051,103.7978821565462
98270,Crockfords Tower,Level 2 Crockfords Tower Reception Counter,1.4019742300486753,103.87508928291538
98269,Hotel Michael,Level 2 Hotel Michael Concierge Counter,1.2316775216811584,103.75711205197908
98139,Hard Rock Hotel,Level 2 Hard Rock Hotel Reception Counter,1.3477524772296183,103.89586488232034
98138,Resorts World Sentosa,Level 1 Hard Rock Cafe (Beside Staircase To Coliseum),1.2498118347378042,103.61857203602345
98138,Resorts World Sentosa,Level B1 VIP Car Park Beside Crash Barrier,1.2498118347378042,103.61857203602345
98138,Resorts World Sentosa,Level B2 Car Park Opposite Clinic (Pillar Beside Escalator),1.2498118347378042,103.61857203602345
98138,Resorts World Sentosa,Level 1 Walkway Outside Malaysia Food Street (Facing Water Front),1.2498118347378042,103.61857203602345
98138,Resorts World Sentosa,"Level B1 Car Park Red Zone, Pillar L Beside Zebra Crossing To Red Zone Car Park",1.2498118347378042,103.61857203602345
98138,Resorts World Sentosa,"Level B1 Car Park Green Zone, Pillar H Opposite Escalator To Water Front Mountain Area",1.2498118347378042,103.61857203602345
98136,Marine Life Park,Level 1 Bay Restaurant (Outside Restroom Area),1.25341968702403,103.68354125314212
98136,SEA Aquarium,Level 1 Dolphin Island (Guest Holding Area),1.25341968702403,103.68354125314212
98136,Marine Life Park,Level 1 Locker Zone 1 (Beside Lazy Pool Entrance),1.25341968702403,103.68354125314212
98136,SEA Aquarium,Level B1M Open Ocean Habitat (Highest Tier Of Viewing Gallery),1.25341968702403,103.68354125314212
98137,SEA Aquarium,"Level B1 Near SEA Aquarium Entrance Or Exit, Opposite Passenger Lift",1.349237216559215,103.91478145281793
98136,SEA Aquarium,Level B1 Freshwater Lakes (Left Side Of Exhibit),1.25341968702403,103.68354125314212
98140,Universal Studios Singapore,Level 1 Beside That's A Wrap Retail Shop (Inside Lockers Area),1.2662331149507156,103.68596587924915
98140,Universal Studios Singapore,Level 1 Sci-Fi Transformers Ride (Ride Unload Area),1.2662331149507156,103.68596587924915
98140,Universal Studios Singapore,Level 1 Annual Pass Office,1.2662331149507156,103.68596587924915
98140,Universal Studios Singapore,Level 1 Sesame Street Spaghetti Space Chase (Exit To Retail),1.2662331149507156,103.68596587924915
98140,Universal Studios Singapore,"Level 1 New York Lights, Camera, Action (Corridor After Pre-Show Area)",1.2662331149507156,103.68596587924915
98140,Universal Studios Singapore,Level 1 Sci-Fi Accelerator (Control Counter),1.2662331149507156,103.68596587924915
98140,Universal Studios Singapore,Level 1 Hollywood Theater Pantages (Right Side Of Theatre Or Stage Left),1.2662331149507156,103.68596587924915
98140,Universal Studios Singapore,Level 1 King Juliens Beach Party-Go-Round (Control Station),1.2662331149507156,103.68596587924915
98140,Universal Studios Singapore,Level 2 Sci-Fi Battlestar Galactica (Lift Lobby),1.2662331149507156,103.68596587924915
98140,Universal Studios Singapore,Level 2 Egypt Revenge Of Mummy (Ride Unload Area),1.2662331149507156,103.68596587924915
98140,Universal Studios Singapore,Level 1 Egypt Treasure Hunters (Control Counter),1.2662331149507156,103.68596587924915
98140,Universal Studios Singapore,Level 1 FFA Enchanted Airways (Opposite Control Station),1.2662331149507156,103.68596587924915
98140,Universal Studios Singapore,Level 1 Jurassic Park Rapids Adventure,1.2662331149507156,103.68596587924915
98140,Universal Studios Singapore,Level 1 FFA Fairy Godmother (Pillar Beside Ferris Wheel),1.2662331149507156,103.68596587924915
98140,Universal Studios Singapore,Level 1 Water World (Behind Middle Section Of Seating Gallery),1.2662331149507156,103.68596587924915
98140,Universal Studios Singapore,Level 2 Jurassic Park Canopy Flyer,1.2662331149507156,103.68596587924915
98140,Universal Studios Singapore,Level 2 FFA Puss In Boots Giant Journey (Outside Control Room),1.2662331149507156,103.68596587924915
98269,Resorts World Casino,Casino - 10 AEDs Available. Please Approach RWS Staffs For Assistance,1.2316775216811584,103.75711205197908
790410,Ang Mo Kio Town Council (Fernvale Office),Level 1 Ang Mo Kio Town Council (Outside Entrance),1.4392754192330688,103.87716140839574
797653,The Seletar Mall,Level B2 Lift Lobby,1.4456286965504637,103.72824534355082
797653,The Seletar Mall,"Level 1 Mall Entrance, Beside Toast Box",1.4456286965504637,103.72824534355082
797653,The Seletar Mall,Level 3 Beside Hai Di Lao Hot Pot,1.4456286965504637,103.72824534355082
560420,,Level 1 COMNET Senior Services (Near Reception Counter),1.3458875494283749,103.66916891346304
560469,469 Teck Ghee Horizon,Level 1 COMNET @ Teck Ghee SAC (Activity Hall),1.3892903058232966,103.62490980584236
440004,4 Marine Terrace Walk,Level 1 Lift Lobby C,1.2869582914750843,103.94101580780922
440005,5 Marine Terrace Walk,Level 1 Lift Lobby C,1.3684714680803252,103.72473982937807
440053,53 Marine Terrace Haven,Level 1  Lift Lobby B,1.2485180085349443,103.97438461903825
441050,Market & Hawker Centre,Level 1 Hawker Centre (Near Central Wash Area),1.3526940667132845,103.76449779942533
440054,54 Marine Terrace Haven,Level 1 Lift Lobby A,1.2705251311226835,103.64850438488558
440020,20 Marine Terrace Breeze,Level 1  Lift Lobby B,1.3596974940922202,103.91016281225778
440015,15 Marine Terrace Breeze,Level 1  Lift Lobby B,1.412120352552347,103.918762671899
440017,17 Marine Terrace Breeze,Level 1 Lift Lobby E,1.2967569115059099,103.95644762296135
440061,61 Marine Drive Gardens,Level 1 Near Marine Drive Garden RC,1.4083744152499038,103.66642160938476
440080,80 Marine Parade Promenade,Level 1 Staircase Landing (Near Coffeeshop),1.2220671138555228,103.95565136253342
440084,84 Marine Parade Promenade,Level 1 Marine Parade Central Market And Food Centre,1.444125299078037,103.68301847025155
440075,75 Marine Drive View,Level 1 Near Marine Drive View RC,1.2226344361021562,103.85028312989326
440034,34 Marine Crescent Ville,Level 1 Lift Lobby B,1.2510267272673352,103.956891117921
440044,44 Marine Crescent Gardens,Level 1 Lift Lobby A,1.3164294094331568,103.7446487445925
169857,Duke-NUS Graduate Medical School Singapore,Level 1 Reception Counter,1.2930437360009754,103.68452134619969
169857,Duke-NUS Graduate Medical School Singapore,Level 3 Pantry,1.2930437360009754,103.68452134619969
169857,Duke-NUS Graduate Medical School Singapore,Level 6 Post-Doc Area,1.2930437360009754,103.68452134619969
169857,Duke-NUS Graduate Medical School Singapore,Level 10 Pantry,1.2930437360009754,103.68452134619969
259770,NUS Bukit Timah Campus,Level 1 Tower Block Entrance,1.435611280331015,103.92464389508686
259773,NUS Bukit Timah Campus,"Level 1 Oei Tiong Ham Building, Near Law Library",1.3861763188876464,103.76366369409669
259776,NUS Bukit Timah Campus,"Level 1 Eu Tong Sen Building, Near Blk B",1.2425896242177334,103.79958188226551
127156,Clementi Stadium,Level 1 Outside Stadium Office,1.4211879238856406,103.7354693186733
117565,School of Design & Environment (SDE2),"Level 2 Corridor, Outside Room #02-09",1.4507688082682573,103.7163537315935
117580,Blk E8,Level 1 Blk E8 Lift Lobby,1.414132014063837,103.84648260061537
117361,,"Level 1 Blk E2A, Lift Lobby",1.2565686099705968,103.60638105256568
117456,Centre For The Life Sciences,"Level 1 Main Lobby, Security Counter",1.343039272943577,103.7042542912159
117456,Centre For The Life Sciences,Level 3 Near Lift Lobby,1.343039272943577,103.7042542912159
117510,DSO (Kent Ridge) Building,Level 4 Main Lobby,1.380837726956741,103.93042556120446
129792,Kent Vale,"Level 1 Swimming Pool, Beside Blk E",1.3574631296767536,103.97581457140068
129793,Kent Vale,Level 3 Kent Vale 2 Swimming Pool,1.3448462641267485,103.62585251030823
119221,Centre For Protective Technology,Level 1 Facing Carpark,1.3407296016420018,103.94472489961676
119224,King Edward VII Hall,Level 1 Management Office,1.4465309245078317,103.93369228865481
119224,King Edward VII Hall,Level 4 Blk E Passageway,1.4465309245078317,103.93369228865481
119224,King Edward VII Hall,Level B2 Activity Room,1.4465309245078317,103.93369228865481
189560,Fairmont Singapore,"Level 8 Swimming Pool, Outside Male Toilet",1.4164036525423105,103.72910402363368
